,Job Title,Company,Company Rating,Salary,Location,Career Opportunities,Company Benefits,Culture & Values,Upper Management,Work Life Balance,Company Pros Reviews,Company Cons Reviews
96,Nodejs Web Developer - Fleetnetics,"DewTouch Innovations Pte Ltd
2.8",2.8,Employer Provided Salary:$2K - $5K,Geylang Serai,2.6,2.6,2.8,2.6,2.6,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
97,Data Scientist - BCG X,"Boston Consulting Group
4.3",4.3,-1,Singapore,-1,-1,-1,-1,-1,"['""Name good on CV and good work/life balance."" (in 149 reviews)', '""Great people that genuinely care"" (in 107 reviews)', '""Great benefits outside of salary"" (in 56 reviews)', '""Great culture and work experience"" (in 92 reviews)', '""Good pay"" (in 69 reviews)']","['""No work life balance is there"" (in 149 reviews)', '""Long working hours(12 hour minimum) with no benefits."" (in 56 reviews)', '""Aggresive culture."" (in 92 reviews)', '""Average pay, longish working hours"" (in 69 reviews)', -1]"
98,Junior Programmer,QN Software Pte Ltd,-1,-1,Singapore,-1,-1,-1,-1,-1,"['""good pay, friendly staff"" (in 1 reviews)', '""Talented peers, employers with flexible mindsets regarding work culture"" (in 1 reviews)', -1, -1, -1]","['""no time off"" (in 1 reviews)', '""Bottlenecked communications and a little too much micromanaging"" (in 1 reviews)', -1, -1, -1]"
99,Backend Software Engineer,"Cognizant
3.8",3.8,$54K - $77K (Glassdoor Est.),Singapore,3.7,3.4,3.7,3.3,3.5,"['""They believe in providing sufficient amount of Knowledge transitions and have a good work/life balance."" (in 2709 reviews)', '""Salary is good and overall good"" (in 3169 reviews)', '""Still there a good work culture but it is not as good as it was in 2010s."" (in 2212 reviews)', '""If you end up in a good project its good for you Hikes are ok Management is good"" (in 1525 reviews)', '""Good work environment for freshers and experienced"" (in 3217 reviews)']","['""No work life balance and not Able to get leave"" (in 2709 reviews)', '""Less Salary and Less Promotions"" (in 3169 reviews)', '""Work culture and shift timings are not good"" (in 2212 reviews)', '""The management is poor as it\'s a big company and has to manage a lot of things"" (in 1525 reviews)', '""Poor work environment"" (in 3217 reviews)']"
100,Programmer,"The Esplanade Co Ltd
3.8",3.8,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
101,Analyst Programmer( JR7822),"Quess Corp Limited
3.5",3.5,Employer Provided Salary:$9K - $10K,Queenstown Estate,3.3,3.0,3.2,3.1,3.3,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
102,Assistant Programmer/Programmer,"PERSOLKELLY Singapore
3.3",3.3,Employer Provided Salary:$4K - $5K,Singapore,3.0,2.9,3.3,3.1,3.4,"['""Benefits are good with per quarter incentive and additional leaves"" (in 3 reviews)', '""Great employer salary on time"" (in 8 reviews)', '""Nice HR team"" (in 1 reviews)', '""Amazing work culture and effectiveness"" (in 1 reviews)', -1]","['""They have clients like Walmart, they just listen to employees\' issues but not taking steps."" (in 1 reviews)', -1, -1, -1, -1]"
103,APPLICATIONS / SYSTEMS PROGRAMMER,"OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD
4.0",4.0,Employer Provided Salary:$7K - $11K,Singapore,3.9,3.8,3.8,3.8,4.0,"['""1. Timely salary on every 6th or 7th"" (in 23 reviews)', '""Medical Benefits good."" (in 6 reviews)', '""Account Manager, Karen was very helpful and prompt."" (in 5 reviews)', '""Managers and colleagues are easily approachable."" (in 4 reviews)', '""Giving you a good opportunity,"" (in 3 reviews)']","['""1. Tried to scam me by including a penalty clause of 1 month salary ON TOP OF notice period required, if I resigned."" (in 23 reviews)', '""No professional growth and no benefits"" (in 6 reviews)', '""Not every Account Manager is the same."" (in 5 reviews)', -1, -1]"
104,PHP Developer / Programmer,"Palazon Technology Pte Ltd
3.0",3.0,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
105,Developer /Anlayst Programmer / Tester JR18792,"INFOGAIN SOLUTIONS PTE. LIMITED
2.4",2.4,Employer Provided Salary:$7K - $10K,Singapore,2.8,2.2,3.0,3.2,3.2,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
106,PROGRAMMER,LUMINOUS CLEANING & FACILITY MANAGEMENT PTE. LTD.,-1,Employer Provided Salary:$5K - $7K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
107,Applications/Systems Programmer (Windows AD/CyberArk) – L3 -2615,"ASPIRE NXT PTE. LTD.
2.9",2.9,Employer Provided Salary:$10K - $11K,Singapore,2.9,2.3,2.8,2.6,3.0,"['""Very good team members, very supportive....work environment is nice"" (in 1 reviews)', -1, -1, -1, -1]","['""No job security."" (in 2 reviews)', -1, -1, -1, -1]"
108,Applications/Systems Programmer (PostgreSQL/Sybase) – L2-2615,"ASPIRE NXT PTE. LTD.
2.9",2.9,Employer Provided Salary:$8K - $9K,Singapore,2.9,2.3,2.8,2.6,3.0,"['""Very good team members, very supportive....work environment is nice"" (in 1 reviews)', -1, -1, -1, -1]","['""No job security."" (in 2 reviews)', -1, -1, -1, -1]"
109,Software Engineer / Developer / Programmer,"Open Feel Software Solutions
4.1",4.1,$43K - $117K (Glassdoor Est.),Jurong East New Town,3.8,3.6,3.8,3.8,3.9,"['""Moreover, the peoples are very friendly and approachable."" (in 1 reviews)', -1, -1, -1, -1]","['""The company isn\'t big and is light on benefits."" (in 1 reviews)', '""Low payment with long working hours."" (in 1 reviews)', -1, -1, -1]"
110,• Analyst Programmer – RPG,"RECRUITFLASH PTE. LTD.
5.0",5.0,Employer Provided Salary:$5K - $10K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
111,Applications Systems Programmer (Messaging) (2750),"ASPIRE NXT PTE. LTD.
2.9",2.9,Employer Provided Salary:$7K - $8K,Singapore,2.9,2.3,2.8,2.6,3.0,"['""Very good team members, very supportive....work environment is nice"" (in 1 reviews)', -1, -1, -1, -1]","['""No job security."" (in 2 reviews)', -1, -1, -1, -1]"
112,Graduate Engineers (DevOps),"StarHub
3.5",3.5,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
113,Intern – Back End Programmer,"AZENDIAN
2.8",2.8,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
114,IT Programmer Full-time/Part-time,"XDel
1.9",1.9,$37K - $56K (Glassdoor Est.),Bukit Merah Estate,1.9,1.6,1.9,1.9,1.7,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
115,PROGRAMMER,LING GLOBAL PTE. LTD.,-1,Employer Provided Salary:$4K - $6K,Singapore,5.0,5.0,5.0,5.0,5.0,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
116,Programmer Coordinator,BEACON INTERNATIONAL COLLEGE PTE. LTD.,-1,Employer Provided Salary:$3K - $4K,Singapore,1.0,1.0,1.0,1.0,1.0,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
117,"Software Developer (Information Systems), EDDC","A*STAR Agency for Science, Technology and Research
3.8",3.8,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
118,WEB PROGRAMMER,Soon Aik Global Pte Ltd,-1,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
119,Analyst Programmer / Systems Analyst (Digital Solutions Department) [NIE],"Nanyang Technological University
3.9",3.9,-1,Singapore,-1,-1,-1,-1,-1,"['""Good and friendly colleagues who will help."" (in 6 reviews)', '""Work life balance is definitely there."" (in 5 reviews)', '""Work life balance, good benefits"" (in 1 reviews)', -1, -1]","['""Toxic colleagues and environment"" (in 6 reviews)', '""No communication with management"" (in 4 reviews)', '""Poor Management"" (in 2 reviews)', -1, -1]"
120,Biomedical Engineer,Medworx International Pte Ltd,-1,Employer Provided Salary:$3K - $4K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
121,SUPPORT ENGINEER (PRODUCT),MARKETING M & E 2000 PTE LTD,-1,Employer Provided Salary:$2K - $8K,Geylang Serai,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
122,"IT Support, Data & Analytics - Technology Consulting (1 year contract)","EY
3.9",3.9,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
123,Technical Support Engineer,Axend,-1,Employer Provided Salary:$3K - $4K,Queenstown Estate,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
124,IT Field Support Engineer - Singapore,"TRT (Singapore) Pte Limited
2.7",2.7,Employer Provided Salary:$5K - $7K,Singapore,2.3,2.7,2.4,2.2,2.6,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
125,Product Technical Marketing Engineer,"HP
4.1",4.1,$64K (Glassdoor Est.),Bukit Merah Estate,3.8,3.3,4.4,3.8,4.3,"['""Benefits are good but not amazing."" (in 43 reviews)', '""Good salary and Worning hours"" (in 76 reviews)', '""good culture and fun enviromnent"" (in 77 reviews)', '""Work life balance is good"" (in 57 reviews)', '""2. good people"" (in 47 reviews)']","['""For contract base no benefit"" (in 43 reviews)', '""salary will be low"" (in 76 reviews)', '""Poor mental health, toxic culture"" (in 77 reviews)', '""Growth opportunities; work life balance"" (in 57 reviews)', -1]"
126,Site Engineer cum draftperson,PDC GROUP PTE LTD,-1,Employer Provided Salary:$3K - $3K,Jurong West New Town,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
127,Software Development Engineer,"Thermo Fisher Scientific
3.4",3.4,-1,Tuas,-1,-1,-1,-1,-1,"['""Good work life balance and"" (in 162 reviews)', '""Good Pay and overtime available."" (in 221 reviews)', '""Good benefits Plenty of overtime"" (in 117 reviews)', '""Good management and good growth"" (in 129 reviews)', '""People are great and really friendly"" (in 157 reviews)']","['""There is no work life balance and project are not at all good."" (in 162 reviews)', '""Pay is low and not at levfel"" (in 221 reviews)', '""Benefits are horrible and expensive"" (in 117 reviews)', '""Poor Management/ Manager change very too often."" (in 129 reviews)', '""People are friendly but people aren\'t super close"" (in 157 reviews)']"
128,Desktop Support Engineer (Bedok),Huang He Consultancy Pte Ltd,-1,Employer Provided Salary:$4K - $6K,Bedok New Town,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
129,Technical Support Engineer,"Innocom Technologies
2.8",2.8,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
130,"Project Support, Data & Analytics - Technology Consulting (1 year contract)","EY
3.9",3.9,$43K - $48K (Glassdoor Est.),Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
131,IT Operations Support Engineer,"GECO Asia
3.9",3.9,$26K - $41K (Glassdoor Est.),Jurong West New Town,4.2,3.5,4.0,3.8,4.3,"['""Competitive salary."" (in 1 reviews)', '""Very friendly colleagues and supervisors, both local and overseas."" (in 1 reviews)', -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]"
132,Information Technology - End User Computing,"Singapore Airlines
3.8",3.8,$54K (Glassdoor Est.),Singapore,3.1,3.5,3.3,3.1,3.6,"['""Decent pay and good benefits (free tickets,concession travel etc)."" (in 4 reviews)', '""Good working environment, Colleagues are nice"" (in 3 reviews)', -1, -1, -1]","['""Pay is below market level."" (in 4 reviews)', '""Being competent, knowing how to lead people or having basic social skills is not a prerequisite."" (in 2 reviews)', '""Management is very old school, hierarchical and have no idea what they are doing."" (in 3 reviews)', -1, -1]"
133,IT Support Engineer,IT&M (SG) Pte Ltd,-1,$34K - $41K (Glassdoor Est.),Bedok New Town,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
134,"Engineer II, Software Test","Thermo Fisher Scientific
3.4",3.4,-1,Tuas,-1,-1,-1,-1,-1,"['""Good work life balance and"" (in 162 reviews)', '""Good Pay and overtime available."" (in 221 reviews)', '""Good benefits Plenty of overtime"" (in 117 reviews)', '""Good management and good growth"" (in 129 reviews)', '""People are great and really friendly"" (in 157 reviews)']","['""There is no work life balance and project are not at all good."" (in 162 reviews)', '""Pay is low and not at levfel"" (in 221 reviews)', '""Benefits are horrible and expensive"" (in 117 reviews)', '""Poor Management/ Manager change very too often."" (in 129 reviews)', '""People are friendly but people aren\'t super close"" (in 157 reviews)']"
135,IT Desktop Support Engineer,"TELISTAR SOLUTIONS PTE. LTD.
3.6",3.6,Employer Provided Salary:$3K - $4K,Singapore,3.2,3.2,3.7,3.3,3.3,"['""Having to have a wonderful boss &amp; a good career advancement."" (in 3 reviews)', '""Colleagues are nice, that will help and teach you with your work."" (in 1 reviews)', -1, -1, -1]","['""Boss is stingy that only gave $4 red packets to junior staff during CNY, only after his company site being hacked once and being hospitalize then became a better person."" (in 3 reviews)', '""The salary &amp; bonus are low."" (in 1 reviews)', -1, -1, -1]"
136,IT Technical Support / Service Desk Engineer,"ITCAN Pte Ltd
3.8",3.8,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
137,L1 IT Technical Support Engineer,KONVERGE TECHNOLOGIES PTE. LTD.,-1,Employer Provided Salary:$2K - $5K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
138,IT Support Engineer (Permanent - End-user environment),"Page Personnel
3.7",3.7,Employer Provided Salary:$5K - $7K,Singapore,3.9,3.4,3.8,3.5,3.3,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
139,Network Engineer (L2),"NTT Ltd.
4.0",4.0,$50K - $90K (Glassdoor Est.),Old Kallang Airport Estate,3.6,3.8,3.6,3.4,3.8,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
140,Desktop EUC L1,"Iron Systems
3.3",3.3,$50K - $120K (Glassdoor Est.),Singapore,3.1,3.3,3.0,3.1,3.3,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
141,Junior Desktop Support Engineer,HELIOS SYSTEMS PTE LTD,-1,Employer Provided Salary:$2K - $3K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
142,Desktop Support Engineer L1,"Rapsys Technologies
4.7",4.7,$34K - $41K (Glassdoor Est.),Old Kallang Airport Estate,4.6,4.6,4.7,4.6,4.7,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
143,Technical Support Engineer,"Hydroball Technics Holdings Pte Ltd
1.8",1.8,$37K - $86K (Glassdoor Est.),Bedok New Town,1.8,1.9,1.8,1.8,1.9,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
144,Desktop Support Engineer,"CTC Global Pte Ltd
3.5",3.5,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
145,Remote Support Engineer,"TECHFOUNT SYSTEMS PTE
3.3",3.3,$34K - $66K (Glassdoor Est.),Geylang Serai,2.6,2.6,3.0,3.3,3.1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
146,Infrastructure Engineer (Nucleus Graduate Programme),"NCS
3.6",3.6,$58K - $78K (Glassdoor Est.),Singapore,3.5,3.4,3.4,3.3,3.2,"['""good work life balance"" (in 100 reviews)', '""Flexible and okay salary for a few years"" (in 139 reviews)', '""Flexible and friendly colleagues."" (in 88 reviews)', '""Good benefits and stable."" (in 71 reviews)', '""Good management overall"" (in 74 reviews)']","['""Did project delivery with long hours and no work life balance"" (in 100 reviews)', '""Salary is low and not enough to survive with cost of living"" (in 139 reviews)', '""will be very lucky if you get good colleagues"" (in 88 reviews)', '""low benefit and not easy to promote"" (in 71 reviews)', '""bad management very micro manage"" (in 74 reviews)']"
147,LEGS Support Engineer,"Amadeus
4.0",4.0,$32K - $37K (Glassdoor Est.),Queenstown Estate,3.7,3.7,4.1,3.6,4.2,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
148,IT Support Engineer,"EF Software Pte Ltd
1.2",1.2,Employer Provided Salary:$3K - $3K,Toa Payoh New Town,1.2,1.4,1.2,1.2,1.2,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
149,Assistant Technical Support Engineer,O'Connor's ( 136603 ),-1,-1,Toa Payoh New Town,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
150,Analyst (IT Cyber Security),"MINDEF
3.8",3.8,$52K - $63K (Glassdoor Est.),Singapore,3.4,3.7,3.5,3.3,3.4,"['""Stable work and timely paid salary."" (in 7 reviews)', '""Decent benefits and work life balance."" (in 2 reviews)', '""Great benefits and bonuses available for an average performing worker."" (in 1 reviews)', '""Good working colleagues with genuinely caring superiors."" (in 1 reviews)', -1]","['""Salary is not competitive."" (in 7 reviews)', '""Tapes, Bureaucratic, Resistance to change"" (in 1 reviews)', -1, -1, -1]"
151,Cyber Security Consultant (Nucleus Graduate Programme),"NCS
3.6",3.6,$58K - $85K (Glassdoor Est.),Singapore,3.5,3.4,3.4,3.3,3.2,"['""good work life balance"" (in 100 reviews)', '""Flexible and okay salary for a few years"" (in 139 reviews)', '""Flexible and friendly colleagues."" (in 88 reviews)', '""Good benefits and stable."" (in 71 reviews)', '""Good management overall"" (in 74 reviews)']","['""Did project delivery with long hours and no work life balance"" (in 100 reviews)', '""Salary is low and not enough to survive with cost of living"" (in 139 reviews)', '""will be very lucky if you get good colleagues"" (in 88 reviews)', '""low benefit and not easy to promote"" (in 71 reviews)', '""bad management very micro manage"" (in 74 reviews)']"
152,Cybersecurity Data Analyst – Data Analytics and Intel,IMD Info-communications Media Development Authority,-1,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
153,"Intern, Mobile Apps and Grading System (Cybersecurity Programme Centre)","Cyber Security Agency of Singapore
3.5",3.5,-1,Singapore,-1,-1,-1,-1,-1,"['""Gives you the time to learn, little micro management"" (in 14 reviews)', '""Friendly environment, colleagues and management"" (in 6 reviews)', '""Good work life balance …"" (in 8 reviews)', '""Learning opportunity is given to all"" (in 15 reviews)', '""good culture"" (in 11 reviews)']","['""Constantly gaslighted by middle management to work outside of working hours"" (in 14 reviews)', '""Poor culture, a lot of scolding of employees as if we were back in school days."" (in 11 reviews)', -1, -1, -1]"
154,Cyber Intelligence Malware Analyst,MHA - Internal Security Department (ISD),-1,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
155,Penetration Tester,IMD Info-communications Media Development Authority,-1,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
156,"Cybersecurity Analyst *Splunk, CyberArk*","Recruit Express
3.3",3.3,Employer Provided Salary:$4K - $5K,Singapore,3.1,3.2,3.3,3.2,3.0,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
157,"Systems Engineer, Cybersecurity Development Programme (CSDP)","Cyber Security Agency of Singapore
3.5",3.5,$44K - $84K (Glassdoor Est.),Singapore,3.5,3.5,3.1,3.2,3.7,"['""Gives you the time to learn, little micro management"" (in 6 reviews)', '""Very competitive salary with many bonuses"" (in 3 reviews)', '""Constantly improving employees workplace environment"" (in 3 reviews)', -1, -1]","['""Constantly gaslighted by middle management to work outside of working hours"" (in 6 reviews)', '""Office politics that\'s normal everywhere"" (in 2 reviews)', '""Average benefits overall"" (in 1 reviews)', -1, -1]"
158,Cyber Security Engineer - Training Provided!,"GECO Asia
3.9",3.9,$54K - $76K (Glassdoor Est.),Jurong West New Town,4.2,3.5,4.0,3.8,4.3,"['""Competitive salary."" (in 1 reviews)', '""Very friendly colleagues and supervisors, both local and overseas."" (in 1 reviews)', -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]"
159,Digital Forensics Incident Responder,IMD Info-communications Media Development Authority,-1,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
160,Cybersecurity Engineer (UEBA),"Robert Half
3.8",3.8,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
161,Cybersecurity - IT Executive,"GECO Asia
3.9",3.9,$40K - $66K (Glassdoor Est.),Outram Park,4.2,3.5,4.0,3.8,4.3,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
162,Cyber Security Consultant,"COMPIT CONSULTANTS PTE LTD
3.3",3.3,Employer Provided Salary:$6K - $8K,Singapore,3.9,3.6,4.3,3.9,3.6,"['""Very friendly and helpful to growing career"" (in 1 reviews)', '""nice team learning good and fast"" (in 1 reviews)', -1, -1, -1]","['""They have very low level managemnet."" (in 1 reviews)', '""short breaks less long time for descision"" (in 1 reviews)', -1, -1, -1]"
